"nombre","ABEJORRAL","ABRIAQUI","ALEJANDRIA","AMAGA","AMALFI","ANDES","ANGELOPOLIS","ANGOSTURA","ANORI","ANTIOQUIA","ANZA","APARTADO","ARBOLETES","ARGELIA","ARMENIA","BARBOSA","BELLO","BELMIRA","BETANIA","BETULIA","BOLIVAR","BRICEÃO","BURITICA","CACERES","CAICEDO","CALDAS","CAMPAMENTO","CAÃASGORDAS","CARACOLI","CARAMANTA","CAREPA","CARMEN DE VIBORAL","CAROLINA","CAUCASIA","CHIGORODO","CISNEROS","COCORNA","CONCEPCION","CONCORDIA","COPACABANA","DABEIBA","DON MATIAS","EBEJICO","EL BAGRE","ENTRERRIOS","ENVIGADO","FREDONIA","FRONTINO","GIRALDO","GIRARDOTA","GOMEZ PLATA","GRANADA","GUADALUPE","GUARNE","GUATAPE","HELICONIA","HISPANIA","ITAGUI","ITUANGO","JARDIN","JERICO","LA CEJA","LA ESTRELLA","LA PINTADA","LA UNION","LIBORINA","MACEO","MARINILLA","MEDELLIN","MONTEBELLO","MURINDO","MUTATA","NARIÃO","NECHI","NECOCLI","OLAYA","PEÃOL","PEQUE","PUEBLORRICO","PUERTO BERRIO","PUERTO NARE-LA MAGDALENA","PUERTO TRIUNFO","REMEDIOS","RETIRO","RIONEGRO","SABANALARGA","SABANETA","SALGAR","SAN ANDRES","SAN CARLOS","SAN FRANCISCO","SAN JERONIMO","SAN JOSE DE LA MONTAÃA","SAN JUAN DE URABA","SAN LUIS","SAN PEDRO","SAN PEDRO DE URABA","SAN RAFAEL","SAN ROQUE","SAN VICENTE","SANTA BARBARA","SANTA ROSA DE OSOS","SANTO DOMINGO","SANTUARIO","SEGOVIA","SONSON","SOPETRAN","TAMESIS","TARAZA","TARSO","TITIRIBI","TOLEDO","TURBO","URAMITA","URRAO","VALDIVIA","VALPARAISO","VEGACHI","VENECIA","VIGIA DEL FUERTE","YALI","YARUMAL","YOLOMBO","YONDO-CASABE","ZARAGOZA"
"JHON JAIRO RAMIREZ CANO",0,0,0,1,0,0,1,0,0,6,38,13,0,0,0,6,87,1,0,1,2,0,0,0,0,12,0,1,1,0,12,8,0,18,5,1,0,0,1,7,1,2,1,3,1,25,1,1,0,5,1,2,0,1,1,0,0,52,1,1,1,5,15,0,1,0,0,5,1001,1,0,0,0,0,1,1,0,0,0,3,0,0,1,2,7,1,3,0,0,2,0,36,0,1,0,1,0,0,0,1,0,2,2,0,0,1,52,1,2,1,2,1,6,0,2,0,0,0,0,0,0,1,1,1,2
"LUIS GUILLERMO PARRA RAMIREZ",0,0,0,2,0,0,1,1,0,1,0,14,0,0,0,2,34,0,0,0,2,0,0,2,0,11,0,0,0,0,5,7,0,168,3,0,0,0,0,5,0,5,0,9,0,27,1,1,0,2,0,0,0,2,0,0,0,45,1,0,0,4,3,0,0,0,0,2,266,0,1,0,0,0,2,0,1,1,0,3,0,4,1,1,12,0,9,0,0,2,0,0,0,0,0,1,0,1,1,0,0,2,0,1,3,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,13
"LINA MARIA RIOS SANCHEZ",0,0,0,1,1,1,0,1,0,0,1,14,0,0,0,0,26,0,0,0,9,0,0,0,1,11,0,0,0,0,4,4,0,5,2,0,1,0,0,4,0,1,0,34,0,168,0,0,0,11,1,0,0,1,0,0,0,61,1,0,0,1,5,0,0,0,0,4,343,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,7,0,10,0,0,1,1,0,0,0,0,1,0,0,0,3,0,3,0,1,1,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,1
"WILLIAM ALBERTO NUÃEZ DAVID",0,0,4,4,0,0,1,0,0,0,2,13,4,1,0,7,68,0,0,2,0,0,0,4,1,9,0,0,0,0,3,2,0,9,6,0,11,0,0,3,2,0,0,1,1,29,1,0,0,3,0,7,9,3,0,0,0,46,1,0,3,6,4,2,2,0,1,11,838,0,0,2,1,3,2,0,0,0,0,5,1,2,0,1,12,0,10,0,0,5,2,0,0,4,1,2,0,9,5,2,0,0,3,9,1,15,0,0,2,0,0,1,3,0,1,0,1,0,0,0,6,0,0,1,1
"VALENTINA ORREGO JIMENEZ",0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,21,0,0,0,0,0,0,3,0,1,0,0,0,0,1,2,0,10,4,0,1,0,0,1,0,0,0,1,0,12,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,1,0,1,0,0,2,2,87,0,0,0,0,2,10,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,12
"PARTIDO ALIANZA VERDE",25,9,33,137,40,56,60,59,33,85,5,937,43,11,3,252,3993,9,17,272,72,8,14,172,7,467,14,170,136,15,107,247,53,813,137,41,28,56,30,502,28,51,59,329,43,2196,171,80,8,247,106,23,8,191,40,24,11,1680,160,64,47,305,656,33,236,33,27,508,16107,12,57,19,327,42,67,5,74,73,26,139,139,50,50,92,609,18,1365,14,14,37,41,70,12,52,338,70,58,51,38,51,23,90,49,157,78,79,81,60,33,5,17,12,250,42,126,32,20,40,25,50,7,148,44,199,35
"SOLO LISTA PARTIDO ALIANZA VERDE",7,2,5,44,10,6,3,28,6,26,0,128,5,3,0,44,744,2,2,37,29,4,9,31,3,123,6,37,26,3,37,65,7,124,38,8,9,28,5,141,7,16,7,46,9,732,27,11,1,55,5,12,1,47,5,3,1,455,40,14,13,152,147,5,43,3,17,81,4583,6,8,4,30,9,14,0,10,6,7,30,21,8,23,23,161,5,127,5,7,14,13,3,5,9,29,22,12,7,12,13,3,28,5,37,20,31,22,10,11,2,4,7,83,3,20,8,5,17,5,13,2,36,9,82,13
"ANDRES FELIPE GOMEZ SALAZAR",4,4,0,38,11,1,1,7,11,7,3,583,5,1,0,51,1064,0,5,190,2,0,1,96,0,94,0,106,88,0,17,40,1,130,11,20,1,0,0,93,1,2,0,213,1,129,80,15,0,18,0,1,0,7,5,11,1,219,9,1,4,14,247,4,15,6,2,18,1508,0,4,3,262,4,1,2,12,1,3,45,98,9,3,8,30,8,903,5,1,3,2,44,5,0,4,7,2,4,7,1,4,10,18,2,2,9,22,18,1,0,5,0,49,28,49,1,3,4,1,2,0,9,1,6,7
"JARRISON ZAPATA SALAZAR",3,1,2,9,2,6,0,1,1,8,0,32,7,0,3,39,406,1,1,7,6,0,3,10,0,50,3,10,12,1,18,10,0,44,13,3,1,0,4,44,2,3,31,11,1,216,16,19,3,20,1,0,0,22,6,2,0,136,16,13,3,28,50,0,11,1,1,24,1358,2,12,2,12,11,4,0,10,1,1,15,7,2,3,3,52,3,80,0,0,2,0,9,0,8,5,8,5,1,12,3,2,18,4,3,14,7,6,16,2,2,2,1,24,4,22,3,3,2,5,1,0,16,4,13,1
"ALEJANDRO GOMEZ LOPEZ",3,0,7,6,8,9,53,6,10,12,0,42,2,0,0,56,216,0,3,12,4,1,0,9,2,71,0,1,1,6,4,15,41,34,2,1,9,1,2,66,0,10,3,5,15,426,11,1,0,86,75,3,0,25,0,1,2,210,66,1,15,22,55,1,13,0,0,28,3479,0,1,0,1,1,9,0,3,0,5,9,2,4,7,16,88,0,98,1,3,0,10,0,0,4,4,10,2,4,0,5,5,14,8,4,8,2,10,2,1,1,1,0,4,0,3,10,1,14,4,27,4,49,2,4,0
"ALBA LIGIA VELASQUEZ",3,0,0,4,0,3,0,1,0,0,0,1,2,0,0,1,25,0,0,2,1,0,0,1,0,5,0,2,0,1,0,5,0,2,2,0,1,0,2,2,0,0,8,2,0,22,0,0,0,3,1,1,1,3,0,0,0,94,2,1,2,4,11,1,7,6,0,10,217,0,0,0,0,0,3,0,0,0,2,3,0,2,0,0,48,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,3,2,0,1,0,0,1,0,0,0,8,0,1,0,0,0,1,1,0,0,1,1,0
"LUIS NORBERTO RIOS NAVARRO",2,0,0,3,0,2,0,0,0,3,0,5,2,1,0,4,79,0,2,0,4,0,0,1,0,6,0,0,0,0,5,11,0,6,5,0,0,1,2,9,0,3,0,4,2,40,4,2,0,9,0,0,0,5,5,0,0,42,2,2,1,13,15,2,4,1,1,3,326,1,0,2,5,3,3,1,4,3,0,3,1,0,2,3,13,1,15,2,0,0,1,2,0,1,2,0,2,1,0,6,3,1,1,4,2,4,3,1,0,0,0,0,5,1,12,0,1,0,0,1,0,8,1,0,1
"JOSE LUIS JARAMILLO CASTRILLON",1,2,1,2,0,4,1,1,0,1,0,17,1,0,0,5,49,2,0,0,3,0,0,3,0,9,0,1,1,0,4,19,0,18,3,1,0,0,2,12,0,2,0,13,1,36,3,1,0,7,5,0,0,7,0,1,2,65,2,3,1,6,13,1,5,2,0,15,308,1,3,0,1,3,4,0,0,1,2,8,0,0,1,0,56,0,17,0,0,1,2,2,0,2,9,3,6,3,1,2,1,1,2,51,2,1,4,0,2,0,0,1,11,2,4,1,1,0,0,0,0,2,2,47,1
"JEFERSON BANGUERA BETANCUR",1,0,0,5,1,1,0,1,0,1,0,12,0,4,0,6,874,0,0,1,1,1,0,1,0,20,1,0,0,0,1,9,0,7,4,1,1,0,0,27,0,1,0,3,1,129,2,1,1,16,2,0,0,9,3,0,1,66,2,4,2,12,21,0,1,1,1,15,701,0,26,2,1,0,0,0,1,0,0,3,0,0,1,0,25,0,19,0,0,2,1,0,0,1,0,1,0,0,1,0,2,4,1,3,7,2,0,1,2,0,1,0,5,0,1,1,0,0,1,0,0,1,5,18,1
"WILSON ORLANDO CHALARCA HOYOS",1,0,14,4,3,15,1,1,0,14,0,18,12,1,0,6,102,1,1,1,2,0,0,3,1,19,2,1,5,2,4,35,0,21,11,0,3,21,2,13,4,1,7,2,0,68,5,20,0,4,7,3,3,42,10,1,2,101,4,8,1,19,12,0,19,5,1,266,776,1,0,0,8,2,4,2,24,0,4,7,3,22,2,17,42,1,11,1,1,13,10,7,1,1,275,1,18,4,1,4,1,0,0,26,4,5,3,9,1,0,3,2,27,3,3,1,1,0,3,0,0,8,0,10,0
"DIEGO HERNAN DAVID OCHOA",0,0,1,7,2,3,0,1,1,1,1,18,2,0,0,5,66,0,0,14,14,1,0,6,0,12,1,7,2,2,6,5,1,23,34,4,0,1,5,20,1,6,3,9,10,133,11,4,3,7,1,0,0,2,0,1,0,82,14,4,1,18,26,3,105,1,1,16,905,1,1,1,0,0,13,0,1,60,0,2,0,0,0,7,25,0,33,0,0,0,1,0,0,12,0,8,4,18,1,8,0,5,5,2,11,1,3,3,5,0,0,0,9,0,4,2,2,1,1,3,0,3,4,4,0
"MELISSA ELEA MORALES RUA",0,0,0,3,1,1,1,6,1,2,1,8,1,1,0,15,57,1,2,4,2,0,1,2,1,12,1,1,0,0,1,2,0,10,5,2,1,2,5,11,1,3,0,2,0,35,5,2,0,7,3,0,0,5,2,3,0,30,0,9,1,1,6,0,3,4,2,3,349,0,0,1,0,1,6,0,1,0,0,2,2,1,0,1,17,0,14,0,1,0,0,0,1,5,3,6,0,4,0,2,0,4,1,12,1,0,4,0,2,0,0,1,1,0,0,1,1,2,3,2,0,10,1,1,0
"PAOLA ANDREA SALAZAR GOMEZ",0,0,1,3,0,2,0,3,0,3,0,22,2,0,0,4,121,0,0,1,1,0,0,4,0,12,0,0,1,0,3,24,0,10,3,0,0,1,0,22,0,1,0,8,1,102,2,2,0,4,3,1,0,2,0,0,1,66,2,1,1,6,8,16,1,1,0,19,611,0,0,0,0,0,4,0,7,0,0,4,0,0,3,11,20,0,16,0,0,0,0,0,0,4,2,0,3,0,0,0,0,2,0,3,1,6,1,0,1,0,0,0,13,0,1,2,0,0,0,0,0,2,13,3,7
"JOSE ARLEY MUÃOZ USUGA",0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,3,59,0,0,1,1,0,0,1,0,10,0,0,0,0,1,2,0,5,2,0,0,0,0,7,0,0,0,3,0,20,0,1,0,0,0,0,1,3,2,0,0,6,0,0,0,0,4,0,4,1,0,2,141,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"JOSE DAVID SIERRA PEREZ",0,0,0,3,1,0,0,1,0,4,0,22,0,0,0,6,58,0,1,0,0,1,0,2,0,14,0,1,0,0,3,3,0,355,3,0,1,0,0,18,0,3,0,3,0,33,2,0,0,8,1,0,0,3,0,0,0,42,1,2,0,3,7,0,4,0,0,5,282,0,0,4,0,4,1,0,1,0,0,3,1,1,2,2,9,0,8,0,0,1,1,0,0,3,0,1,1,1,0,2,1,2,0,2,4,5,2,0,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0
"JOSE ALEJANDRO POSADA MONTOYA",0,0,0,3,1,2,0,0,0,0,0,17,1,0,0,3,42,1,0,1,1,0,0,1,0,6,0,1,0,0,1,2,1,17,0,0,1,0,0,7,0,0,0,1,2,56,2,0,0,3,0,0,2,6,2,1,0,44,0,0,1,1,28,0,0,0,0,0,358,0,2,0,6,1,0,0,0,1,0,1,3,0,1,1,8,0,11,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,1,5,0
"MARTA CECILIA GALLEGO AGUDELO",0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,3,21,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,2,0,1,0,1,1,6,2,0,0,2,0,7,1,0,0,0,0,0,0,2,0,0,0,13,0,0,1,3,2,0,1,1,0,3,106,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,5,0,4,0,0,0,0,0,0,0,3,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"MANUELA SALDARRIAGA GUTIERREZ",0,0,2,1,0,0,0,0,3,3,0,6,0,0,0,1,10,1,0,0,0,0,0,1,0,2,0,1,0,0,2,0,1,5,1,0,0,0,0,4,10,0,0,2,0,12,0,1,0,0,2,2,0,1,0,0,1,9,0,1,0,3,4,0,0,0,1,0,99,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,4,0,4,0,0,1,0,1,0,2,0,1,2,1,0,1,0,0,0,1,0,3,0,0,1,0,0,0,7,0,0,1,2,0,1,0,0,2,0,1,3
"PARTIDO OPCION CIUDADANA",12,6,10,21,8,19,2,13,7,67,9,194,135,9,4,64,384,10,4,7,27,6,24,22,3,60,18,21,4,5,130,48,5,89,158,13,90,5,13,118,12,16,7,21,3,269,65,10,9,33,14,13,4,148,10,3,4,336,14,20,3,42,50,14,23,22,6,90,2227,3,1,8,24,57,61,4,23,8,14,104,8,22,13,11,190,10,62,11,8,26,12,18,3,86,26,14,32,35,14,17,7,19,10,69,45,23,13,12,33,6,11,4,399,12,12,4,7,11,9,10,6,22,16,40,19
"SOLO LISTA PARTIDO OPCION CIUDADANA",1,0,1,2,2,1,0,0,1,11,0,22,25,4,1,9,66,0,0,0,4,1,4,5,0,7,8,0,0,0,46,9,0,25,123,1,2,1,4,7,3,4,0,3,0,48,9,1,1,4,1,3,0,22,2,0,0,49,4,4,0,8,8,3,6,0,1,14,359,0,1,2,7,17,15,0,5,1,5,25,2,4,7,2,27,1,12,4,0,3,1,4,0,20,3,2,4,1,2,3,1,1,0,25,16,5,2,2,4,3,3,0,42,1,1,0,1,2,1,2,2,1,4,13,7
"ANDERSON GIRALDO PEREZ",5,0,0,1,4,5,0,2,0,0,1,28,5,0,0,1,13,2,0,0,4,0,12,0,2,6,2,0,0,0,7,1,0,8,2,1,1,2,1,3,1,0,3,0,2,9,1,0,0,5,3,0,0,9,0,0,1,26,0,2,1,1,4,3,1,1,1,6,154,0,0,0,10,6,11,0,3,0,1,5,2,0,1,3,15,0,5,0,1,0,1,1,0,3,1,1,0,8,1,3,0,1,0,4,2,4,0,1,1,0,1,0,15,2,3,0,0,0,1,0,0,3,0,2,1
"JUAN CRISTOBAL OSSA GUIRAL",2,0,0,0,0,1,0,0,2,1,0,7,19,0,0,2,11,0,0,1,0,0,0,0,0,7,1,0,0,1,4,10,0,11,6,0,0,0,0,3,1,1,0,1,0,9,3,1,0,2,1,0,0,77,0,0,0,29,1,1,0,12,4,1,3,4,0,29,110,1,0,0,0,2,2,0,0,1,1,1,0,1,0,0,53,0,0,0,2,0,1,1,0,1,0,2,2,2,1,3,1,0,0,0,0,2,0,0,4,0,0,0,34,0,1,0,1,1,0,0,0,2,0,2,0
"EDITH DEL SOCORRO BETANCUR RAMIREZ",1,0,0,1,0,0,1,5,1,1,7,1,2,0,0,16,7,2,0,2,4,1,2,2,0,4,0,2,1,2,0,0,0,3,0,2,2,0,0,1,0,1,0,1,0,21,3,1,0,0,2,1,0,0,0,1,1,12,0,1,0,0,0,0,0,10,0,5,115,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,1,2,4,1,0,0,0,0,1,3,0,2,1,0,0,0,1,5,1,20,2,1,1,0,6,0,1,1,1,0,0,2,1,0,0,0,0,7,0,1,0
"CATALINA DEL SOCORRO BERMUDEZ TORRES",1,0,0,0,0,0,0,1,0,1,0,4,3,0,0,0,5,4,2,0,0,0,3,1,0,0,0,2,1,0,4,8,0,2,0,2,2,2,0,4,0,0,0,4,0,9,4,0,0,0,0,0,0,1,1,0,0,15,0,0,0,0,0,0,5,0,0,0,70,0,0,0,0,5,0,0,0,0,2,7,1,0,0,0,2,0,1,3,0,1,0,2,0,1,0,1,6,0,0,3,1,0,0,2,9,0,0,0,0,0,0,1,4,0,0,0,0,2,1,1,0,0,3,1,2
"EDGAR JAIME CASTAÃEDA GIRALDO",1,0,0,1,0,3,0,0,0,0,0,4,1,1,0,20,108,0,0,0,2,0,0,2,0,5,1,0,0,0,2,9,3,7,7,0,2,0,1,9,0,0,0,1,1,24,2,0,0,2,1,1,0,1,3,0,1,69,1,0,0,7,4,0,3,1,1,2,369,0,0,3,2,2,1,2,2,3,0,1,0,0,0,0,8,1,8,0,0,0,1,1,0,0,1,0,1,1,0,2,0,0,0,6,0,2,1,0,0,0,1,0,8,0,0,0,0,0,0,4,0,2,3,0,0
"DODANYS RUIZ BENITEZ",1,1,0,0,0,6,0,0,0,0,0,25,54,0,0,1,9,0,0,0,0,0,1,0,0,4,1,1,0,0,6,1,0,4,7,1,2,0,0,0,0,0,1,0,0,8,0,1,1,0,0,1,2,5,1,2,0,36,0,1,1,1,0,0,0,3,0,4,59,0,0,0,0,1,12,0,0,0,0,1,1,2,0,2,37,2,3,0,0,0,0,0,0,12,0,0,1,1,0,0,1,1,0,0,1,1,0,0,8,0,0,0,260,3,0,0,1,0,0,0,0,0,0,1,0
"WILLIAM DE JESUS RAMIREZ RINCON",0,2,1,8,2,1,0,1,1,49,0,12,15,1,1,3,55,0,0,0,5,2,0,5,0,11,3,12,2,0,12,4,0,8,9,0,2,0,5,15,1,1,1,1,0,56,40,1,7,5,0,0,1,10,3,0,1,35,4,9,0,3,17,1,2,1,2,7,296,0,0,0,0,5,2,2,4,2,2,32,1,8,2,4,11,4,16,3,4,3,0,7,0,12,14,1,7,1,6,0,0,3,0,1,7,0,4,9,3,3,4,1,10,3,4,1,1,2,2,0,2,5,4,3,1
"ALBA MERY VASCO HOLGUIN",0,1,0,1,0,0,0,3,1,2,0,15,0,0,2,3,14,0,0,1,0,0,0,2,0,2,1,2,0,1,22,0,0,2,0,4,3,0,0,2,1,0,0,6,0,9,0,0,0,4,0,0,0,6,0,0,0,6,1,0,0,2,5,1,2,1,0,5,95,0,0,0,5,2,5,0,1,1,0,14,0,0,0,0,3,0,3,0,1,7,1,0,2,1,2,0,1,5,3,0,0,2,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,7,2
"DORALBA CARVALO GOMEZ",0,0,0,1,0,1,0,1,0,0,0,42,2,1,0,0,23,0,0,0,0,0,1,2,0,0,0,0,0,0,8,0,0,2,0,0,6,0,0,3,1,0,1,0,0,25,0,4,0,5,1,0,0,7,0,0,0,8,0,0,0,2,0,0,0,0,0,6,63,0,0,2,0,0,4,0,0,0,0,5,0,1,0,0,5,0,1,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,4,3,0,0,0,1,0,0,0,0,2,0,0
"YORAIMA JOHANA RODRIGUEZ DURANTE",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"REINALDO DE JESUS SIERRA RAMIREZ",0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,19,0,0,0,8,0,0,1,0,1,1,0,0,0,2,1,0,3,0,0,1,0,0,1,1,1,0,2,0,5,1,0,0,1,0,1,0,1,0,0,0,8,0,0,0,2,1,0,0,0,0,2,48,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1
"JESUS DAVID GOMEZ GOMEZ",0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,9,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,1,2,0,1,1,0,0,0,1,0,11,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"JESUS ANTONIO FORONDA DIAZ",0,0,2,3,0,0,0,0,1,0,1,9,3,0,0,2,22,0,0,1,0,0,0,0,0,4,0,0,0,0,3,2,2,2,1,1,3,0,1,64,2,8,1,1,0,11,2,1,0,4,1,2,0,2,0,0,0,18,1,0,1,1,4,1,1,0,0,5,160,2,0,0,0,10,6,0,5,0,1,4,1,3,0,0,11,0,5,0,0,0,3,1,0,9,4,2,2,1,0,3,0,3,7,3,2,1,3,0,0,0,0,1,1,0,2,1,0,0,2,1,2,1,0,1,1
"JAIRO DE JESUS VELASQUEZ RUIZ",0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"ANTONIO ISAAC MUNERA BEDOYA",0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,2,0
"ROGELIO DE JESUS AGUILAR SUAREZ",0,0,4,2,0,0,1,0,0,0,0,9,1,1,0,3,8,1,2,2,0,0,0,0,1,5,0,0,0,0,12,2,0,2,1,0,53,0,0,2,1,0,0,0,0,8,0,0,0,0,4,4,1,4,0,0,0,10,1,0,0,2,1,4,0,0,0,2,167,0,0,1,0,1,2,0,0,0,1,2,0,3,0,0,3,0,0,0,0,7,4,1,0,17,0,0,5,11,1,0,0,0,0,3,1,5,1,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0
"JUAN MANUEL SALAZAR VASCO",0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,3
"PARTIDO UNION PATRIOTICA ""UP""",11,4,4,28,13,24,5,17,6,26,7,163,66,8,8,50,577,7,11,12,35,5,7,13,6,117,2,22,3,10,53,104,4,59,230,9,19,14,14,139,17,19,26,43,8,416,37,9,4,65,7,14,6,66,9,13,6,415,21,23,14,63,158,3,15,29,18,121,3969,4,0,14,8,11,30,1,29,2,7,26,18,12,14,18,183,14,80,16,5,18,9,17,6,38,24,24,27,11,22,30,13,43,19,58,19,24,19,22,19,2,6,8,90,1,102,7,3,8,14,2,9,33,16,15,11
"SOLO LISTA PARTIDO UNION PATRIOTICA ""UP""",5,1,2,10,4,9,3,4,2,11,1,41,11,1,2,10,164,0,2,1,13,2,2,1,3,34,2,2,0,5,10,35,1,21,38,0,9,5,4,41,5,3,2,6,3,112,8,2,2,13,3,5,2,22,0,3,0,76,8,4,4,14,100,1,9,1,3,34,1144,2,0,4,3,4,10,0,9,1,4,11,3,3,3,4,48,1,25,6,1,4,0,3,2,19,6,4,11,5,5,14,9,14,6,19,2,16,5,6,4,0,2,3,22,0,11,1,1,1,3,0,2,10,4,9,5
"GETULIO VARGAS MADERA",2,0,0,2,1,0,0,2,0,1,0,9,3,0,0,0,18,0,4,0,2,0,0,1,0,1,0,1,0,0,9,3,0,7,7,0,0,1,1,2,1,0,0,11,0,11,3,0,1,3,0,0,1,1,0,0,0,16,0,0,1,0,4,1,0,0,0,1,75,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,4,2,2,0,0,0,0,1,0,1,0,0,4,1,1,1,2,1,0,1,3,0,0,1,0,0,1,0,5,0,7,0,0,0,0,0,0,0,5,0,0
"SERGIO ALBEIRO GUZMAN MUÃOZ",2,0,0,1,1,7,0,1,2,1,1,12,2,1,1,1,19,0,0,3,1,0,0,0,0,10,0,0,0,1,2,5,2,0,4,0,0,0,1,2,4,1,20,0,0,27,0,1,0,1,1,2,0,2,0,3,0,40,1,4,1,1,3,0,0,4,0,4,204,1,0,2,0,0,0,1,2,0,1,0,1,1,0,1,32,0,4,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,9,0,1,0,0,0,7,0,1,0,2,1,0
"MARTA OLGA RESTREPO LOPEZ",1,0,0,0,1,0,1,2,0,0,1,6,0,1,0,1,44,0,0,1,2,0,1,0,0,11,0,2,0,1,0,9,1,1,4,4,1,0,0,14,1,0,1,6,3,20,0,0,0,4,0,2,0,8,0,0,0,30,4,2,1,6,9,0,1,2,3,10,374,0,0,0,3,0,2,0,0,0,0,5,1,0,0,1,6,2,6,0,1,6,0,0,2,0,0,1,0,3,3,0,0,8,0,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,6,0,2,1
