"dane","municipio","departamento","potencial","total","senado.nal","senado.ind","blancos","sin.marcar","nulos","abstencion","CAMBIO RADICAL","CDMFCG","CONSERVADORES","LA U","LIBERALES","MIRA","PDA","POC","VERDES","validos"
88001,"SAN ANDRES","SanAndrés",41597,14384,10555,307,866,2291,1231,65.4205832151357,"1449","1918","1246","1131","3087"," 161"," 219"," 231"," 247",11728
68013,"AGUADA","Santander",1434,826,713,3,11,63,47,42.3988842398884," 71"," 20","132"," 10"," 33","  1","  4","430","  1",727
68020,"ALBANIA","Santander",3325,1453,1215,16,32,132,90,56.3007518796992,"119"," 87"," 98"," 79","227","  8"," 21","537","  7",1263
68051,"ARATOCA","Santander",6144,3735,3242,43,100,208,242,39.208984375," 156"," 562","  96","  60"," 534","   1","  69","1656","   8",3385
68077,"BARBOSA","Santander",22862,11176,9445,135,612,418,1178,51.1153879800542," 602"," 882"," 538","2161","2073"," 373"," 298","1440"," 466",10192
68079,"BARICHARA","Santander",6040,3718,3367,49,121,124,178,38.4437086092715,"  52"," 137","2211"," 112"," 414","   6","  75"," 215","  24",3537
68081,"BARRANCABERMEJA","Santander",154055,71883,57411,1835,3892,2726,9911,53.3393917756645," 7097"," 6642"," 2845"," 3378","14482"," 1321"," 5156"," 4863"," 7735",63138
68092,"BETULIA","Santander",3876,1745,1421,23,93,128,173,54.9793601651187," 80","125"," 76"," 63","369","  2"," 68","530"," 15",1537
68101,"BOLIVAR","Santander",8598,4216,3481,33,76,369,333,50.9653407769249," 336"," 113"," 225","  50","1148","  21","  38","1456","  18",3590
68001,"BUCARAMANGA","Santander",474833,205066,171962,5093,19272,5529,22482,56.8130268957718,"12462","33700"," 9780","10816","44008"," 3354","11202","21595"," 5773",196327
68121,"CABRERA","Santander",1583,929,867,6,14,28,28,41.3139608338598,"131"," 37","173","  7"," 25","  0","  9","469","  2",887
68132,"CALIFORNIA","Santander",1562,818,709,12,50,38,59,47.6312419974392,"127"," 85"," 93"," 40"," 57","  4"," 13","228"," 12",771
68147,"CAPITANEJO","Santander",4822,2303,1947,17,24,179,160,52.2397345499793," 99","530","249","107","411"," 14"," 13","473"," 27",1988
68152,"CARCASI","Santander",3664,1799,1556,5,17,107,131,50.9006550218341," 41","222","110"," 38","422","  3"," 14","676"," 13",1578
68160,"CEPITA","Santander",1808,1109,1020,6,8,37,46,38.6615044247788," 44"," 56"," 16","  7","577","  0","  7","305","  0",1034
68162,"CERRITO","Santander",4486,2328,2013,16,32,162,137,48.1052162282657,"442","157"," 46"," 19","605"," 10"," 22","672","  8",2061
68167,"CHARALA","Santander",9547,4532,3794,34,272,307,397,52.5295904472609," 167"," 385"," 403"," 170"," 996","  20"," 148","1211","  22",4100
68169,"CHARTA","Santander",3357,2264,2086,9,35,47,122,32.5588322907358,"967","128","130"," 30"," 48","  3","  9","719"," 17",2130
68176,"CHIMA","Santander",2312,1340,1074,4,25,97,165,42.0415224913495,"109"," 32"," 25"," 21","649","  4","  5","201","  3",1103
68179,"CHIPATA","Santander",4053,1959,1619,122,40,129,89,51.6654330125833," 22"," 24"," 41"," 13","673","  7"," 17","776","  6",1781
68190,"CIMITARRA","Santander",26235,12013,9643,139,242,909,1322,54.2100247760625," 214"," 935"," 238"," 365","4099","  32"," 232","3203","  83",10024
68207,"CONCEPCION","Santander",4773,2463,2134,25,73,72,232,48.3972344437461,"142","175"," 38"," 29","678","  0"," 13","981","  5",2232
68209,"CONFINES","Santander",2252,1308,1163,5,37,88,52,41.9182948490231," 78"," 66","214"," 27","446","  5"," 16","270","  4",1205
68211,"CONTRATACION","Santander",2773,1497,1254,13,51,133,97,46.0151460512081,"441"," 49","156"," 51","316","  6"," 24","149"," 11",1318
68217,"COROMORO","Santander",4048,2234,1838,24,75,198,174,44.8122529644269,"161"," 58","346"," 40","476","  3"," 42","627"," 10",1937
68229,"CURITI","Santander",7949,5028,4407,52,167,255,314,36.7467605988175,"1408"," 296"," 279","  77"," 753","   7","  84","1315","  21",4626
68235,"EL CARMEN","Santander",10436,4942,4082,46,127,383,431,52.6446914526639,"  68"," 590"," 183"," 113","1070","   5"," 130","1780","  16",4255
68245,"EL GUACAMAYO","Santander",1581,920,780,2,13,37,101,41.808981657179,"309"," 24"," 30","  7"," 32","  0"," 10","353","  2",795
68250,"EL PEÃON","Santander",3164,1657,1393,14,31,82,168,47.629582806574," 66"," 58"," 46","  2","392","  0"," 24","769","  5",1438
68255,"EL PLAYON","Santander",11226,4819,3980,43,113,309,487,57.072866559772," 265"," 727"," 317"," 180"," 570","  12","  59","1668","  69",4136
68264,"ENCINO","Santander",2048,1052,886,5,15,103,58,48.6328125,"  5"," 19"," 39"," 13","435","  0"," 10","346","  4",906
68266,"ENCISO","Santander",3224,1729,1535,12,43,87,95,46.3709677419355,"169","103","237"," 36","528"," 13"," 17","388","  1",1590
68271,"FLORIAN","Santander",4965,2241,1919,9,17,116,197,54.8640483383686,"  88","  22","  35"," 296","1119","   3","  13"," 319","   7",1945
68276,"FLORIDABLANCA","Santander",167462,81230,67513,2094,7132,2688,8935,51.4934731461466," 4036","12695"," 9641"," 3451","14250"," 1555"," 3632"," 9391"," 1730",76739
68296,"GALAN","Santander",2476,1235,1036,10,36,79,110,50.1211631663974," 21","270"," 52","321"," 58","  1"," 15","251"," 11",1082
68298,"GAMBITA","Santander",3141,1431,1131,14,18,137,149,54.4412607449857,"152"," 41","112"," 74","221","  1"," 12","497","  3",1163
68307,"GIRON","Santander",96422,46598,39367,1372,3160,1718,4141,51.6728547426936," 2590"," 5893"," 2487"," 1814"," 8513","  644"," 1919","11228"," 1119",43899
68318,"GUACA","Santander",5163,2645,2384,20,36,115,126,48.7700949060624,"130","201","203","189","702","  1"," 25","889","  8",2440
68320,"GUADALUPE","Santander",4213,1998,1726,30,69,100,142,52.5753619748398,"612","167","162","105"," 99","  1"," 18","486","  7",1825
68322,"GUAPOTA","Santander",1836,1026,896,3,21,45,82,44.1176470588235," 32"," 38"," 74"," 57","496","  0"," 14","160","  4",920
68324,"GUAVATA","Santander",4439,2338,2072,29,41,117,120,47.3304798378013,"  35","  37"," 153","  44","1053","   4","  15"," 684","   6",2142
68327,"GUEPSA","Santander",3995,1917,1683,18,78,114,102,52.0150187734668,"  55","  74","  93","  71","1035","   3","  46"," 214","  14",1779
68344,"HATO","Santander",1773,1081,917,9,20,55,100,39.0298928369994,"375"," 13"," 20"," 19","283","  1"," 13","169","  4",946
68368,"JESUS MARIA","Santander",3152,1509,1290,9,18,110,100,52.1256345177665,"150"," 81","112","140","591"," 50"," 19","126","  3",1317
68370,"JORDAN","Santander",1011,574,521,1,11,39,13,43.2245301681503," 16"," 61","274","  2"," 11","  0","  4","142","  0",533
68377,"LA BELLEZA","Santander",5166,2413,2217,15,60,80,101,53.2907471931862," 424"," 229"," 211"," 181","  66","   3","  23","1011","   9",2292
68397,"LA PAZ","Santander",4025,2046,1762,17,25,141,126,49.167701863354,"565"," 61","156","  9","115","  2"," 37","787","  5",1804
68385,"LANDAZURI","Santander",9226,4352,3611,23,92,379,339,52.8289616301756,"  55"," 157"," 141","  67"," 947","   7","  67","2071","   7",3726
68406,"LEBRIJA","Santander",27710,13913,11759,213,685,556,1385,49.7906892818477," 596","2534"," 998"," 461","2554"," 126"," 618","3049"," 138",12657
68418,"LOS SANTOS","Santander",8160,4157,3322,118,147,313,404,49.0563725490196," 312"," 247"," 407","  44"," 951","  10","  64","1080","  60",3587
68425,"MACARAVITA","Santander",2194,1020,914,4,13,60,42,53.5095715587967,"  5","129","292"," 15","145","  1","  0","313","  1",931
68432,"MALAGA","Santander",14651,7488,6647,93,373,214,534,48.8908606921029," 721","1778"," 438"," 249","1010"," 165"," 219","1621","  73",7113
68444,"MATANZA","Santander",4714,2771,2377,25,58,167,202,41.2176495545185," 320"," 226"," 159","  94"," 377","   6","  37","1085","  15",2460
68464,"MOGOTES","Santander",7333,3604,2881,87,145,296,340,50.8523114687031,"181","424","423","114","512"," 10"," 63","943"," 66",3113
68468,"MOLAGAVITA","Santander",3579,1822,1593,16,39,112,101,49.0919251187483," 71","144","396"," 16","124","  3"," 18","779","  3",1648
68498,"OCAMONTE","Santander",3657,2122,1841,22,27,104,155,41.9742958709325," 69"," 57","344"," 53","659","  2"," 20","603","  7",1890
68500,"OIBA","Santander",8074,4095,3367,44,171,247,437,49.281644785732," 346"," 320"," 213"," 119"," 838","  49","  84","1208","  19",3582
68502,"ONZAGA","Santander",3818,1805,1352,33,57,203,217,52.7239392352017," 95"," 95","275"," 10","248","  2"," 30","532","  8",1442
68522,"PALMAR","Santander",1306,770,713,3,10,25,29,41.04134762634," 51"," 27"," 30"," 47","254","  1","  1","290","  2",726
68524,"PALMAS DEL SOCORRO","Santander",2398,1214,1062,9,32,42,101,49.3744787322769," 56","100","199"," 40","382","  7"," 15","228","  3",1103
68533,"PARAMO","Santander",2923,1884,1699,15,57,64,106,35.545672254533," 37","108","296"," 18","625","  1"," 29","527","  1",1771
68547,"PIEDECUESTA","Santander",92084,46963,38835,993,3580,1921,5214,48.9998262456018,"3673","6595","6480","1504","7695"," 707","1927","5829"," 845",43408
68549,"PINCHOTE","Santander",2905,1867,1641,17,61,68,141,35.7314974182444," 37","182"," 73"," 60","306","  4"," 62","844"," 12",1719
68572,"PUENTE NACIONAL","Santander",12277,5655,4895,48,236,238,474,53.9382585322147," 448"," 235"," 610"," 534","1751"," 109","  97"," 803","  72",5179
68573,"PUERTO PARRA","Santander",5173,2149,1751,21,49,186,191,58.4573748308525," 41","202"," 42"," 35","505","  2"," 14","849"," 12",1821
68575,"PUERTO WILCHES","Santander",22160,10362,8695,108,271,625,934,53.2400722021661," 577"," 698"," 364"," 420","2574","  51"," 304","3306"," 130",9074
68615,"RIONEGRO","Santander",21074,9665,7733,151,403,713,1068,54.1378001328651,"1475","1453"," 230"," 220","1008","  41"," 205","2603","  95",8287
68655,"SABANA DE TORRES","Santander",18823,8448,7130,87,253,528,703,55.1187377144982,"1052","1314"," 266"," 411","2256","  18"," 146","1344","  70",7470
68669,"SAN ANDRES","Santander",6967,3611,2930,41,80,239,401,48.1699440218171," 125"," 166"," 365","  55"," 742","   5","  53","1320","  19",3051
68673,"SAN BENITO","Santander",2847,1562,1381,5,8,88,88,45.1352300667369,"705"," 18"," 38"," 32","114","  3"," 18","434"," 11",1394
68679,"SAN GIL","Santander",37717,19320,16746,350,1864,582,1642,48.7764138187024,"1557","2226","2370"," 889","3160"," 175"," 778","3392"," 335",18960
68682,"SAN JOAQUIN","Santander",2164,1187,983,5,17,119,80,45.1478743068392,"  7"," 83","117"," 26","471","  2","  7","251","  2",1005
68684,"SAN JOSE DE MIRANDA","Santander",3854,1997,1827,27,47,57,86,48.1837052413077,"201","239","263"," 88","170","  5"," 61","710"," 43",1901
68686,"SAN MIGUEL","Santander",2106,982,800,12,16,68,102,53.3713200379867," 20"," 66","122"," 10","202","  1","  9","348","  6",828
68689,"SAN VICENTE DE CHUCURI","Santander",24214,10919,9157,130,496,793,839,54.9062525811514," 191"," 891"," 224"," 390","2386"," 164","1806","2536","  73",9783
68705,"SANTA BARBARA","Santander",1861,1049,899,17,31,59,74,43.6324556689952," 36"," 97","209"," 21"," 53","  1"," 23","427","  1",947
68720,"SANTA HELENA DEL OPON","Santander",2997,1315,1099,14,45,108,94,56.1227894561228,"126"," 34"," 41"," 29","151","  1"," 11","657","  4",1158
68745,"SIMACOTA","Santander",5713,2708,2265,26,95,175,242,52.5993348503413,"197","294"," 72","151","794","  8"," 37","600"," 17",2386
68755,"SOCORRO","Santander",21935,11385,9940,142,733,289,1014,48.096649190791," 492","1141"," 890","1108","3377"," 281"," 224","1604","  90",10815
68770,"SUAITA","Santander",8150,3998,3414,23,92,287,274,50.9447852760736,"  71","  95","  80","  87","1279","   9","  34","1652","  15",3529
68773,"SUCRE","Santander",5971,2626,2127,18,39,216,265,56.0207670406967,"262","194","150","168","433","  7"," 32","836","  6",2184
68780,"SURATA","Santander",2802,1612,1334,8,38,97,173,42.469664525339,"358","140","338","  8"," 97","  3"," 26","312"," 14",1380
68820,"TONA","Santander",4893,2594,2140,36,97,157,261,46.9854894747599," 121"," 138"," 122","  47","1200","  12","  22"," 371","  10",2273
68855,"VALLE DE SAN JOSE","Santander",4296,2535,2129,25,118,162,219,40.9916201117318,"149","113","136","102","712","  3"," 59","729","  8",2272
68861,"VELEZ","Santander",15907,7520,6049,118,477,573,780,52.7252153140127," 199"," 397"," 445"," 160","2110"," 159"," 178","1831","  93",6644
68867,"VETAS","Santander",1435,748,607,12,47,47,82,47.8745644599303," 38"," 87","128"," 11"," 11","  2"," 17","264","  2",666
68872,"VILLANUEVA","Santander",6171,3376,3113,25,113,110,128,45.2924971641549," 738"," 203"," 442"," 154"," 110","   2"," 111","1216","  24",3251
68895,"ZAPATOCA","Santander",7052,2798,2312,35,151,207,244,60.3233125354509,"158","316","262","125","491","  7"," 85","692"," 25",2498
70110,"BUENAVISTA","Sucre",9167,5992,5421,15,32,264,292,34.6351041780299," 264"," 246","1397","1022"," 435","   4","  70","1881","  70",5468
70124,"CAIMITO","Sucre",8307,6149,5358,20,25,269,502,25.9780907668232,"1358","  57"," 889","2023"," 286","   3","  45"," 645","  27",5403
70230,"CHALAN","Sucre",4329,2939,2388,17,18,383,151,32.1090321090321,"548","155","269","353","391","  3"," 31","601"," 19",2423
70204,"COLOSO (RICAURTE)","Sucre",6328,4464,3827,20,19,433,184,29.456384323641,"1120"," 267"," 236"," 630"," 163","  10","  44","1304","  34",3866
70215,"COROZAL","Sucre",44061,26870,23670,108,317,1085,2007,39.0163636776287,"1805","1522","4416","6263","2557","  46"," 485","5941"," 318",24095
70221,"COVEÃAS","Sucre",9566,6858,5630,30,97,580,618,28.3085929333055," 207"," 245","3659"," 708"," 346","  11","  51"," 265","  41",5757
70233,"EL ROBLE","Sucre",7441,5427,4835,11,35,257,324,27.0662545356807,"1266","  64"," 273","1185"," 343","   3","  29","1611","  26",4881
70235,"GALERAS (NUEVA GRANADA)","Sucre",14496,9103,8361,14,63,255,473,37.2033664459161," 309"," 260"," 252","2203"," 856","   9","  81","4269","  59",8438
70265,"GUARANDA","Sucre",11958,6745,6067,13,14,210,455,43.59424652952," 111"," 216"," 353","2719"," 737","  14","  46","1823","  34",6094
70400,"LA UNION","Sucre",9087,6442,5882,25,26,257,278,29.1075162319798," 345","  91"," 707","1691"," 210","   5","  67","2717","  23",5933
70418,"LOS PALMITOS","Sucre",16464,12578,11235,13,70,430,900,23.6030126336249," 271"," 237","3220","1774"," 291","  22"," 153","5112","  85",11318
70429,"MAJAGUAL","Sucre",24962,16511,15224,32,84,552,703,33.8554602996555,"1394"," 628","1043","5262"," 718","   7"," 103","5912","  73",15340
70473,"MORROA","Sucre",11910,8057,6996,20,45,271,770,32.3509655751469," 883"," 358","1096","1105"," 290","  13","  79","3035","  92",7061
70508,"OVEJAS","Sucre",19355,12890,11182,66,44,480,1162,33.4022216481529," 466"," 366"," 751","2084","2697","   4"," 212","4443"," 115",11292
70523,"PALMITO","Sucre",9110,6327,5426,22,12,355,524,30.5488474204171,"1052","  99","1639"," 401"," 100","   5","  54","2047","  17",5460
70670,"SAMPUES","Sucre",28924,19610,17006,223,119,986,1395,32.2016318628129,"3026"," 659","1751","5371","1641","  61"," 254","4036","  88",17348
70678,"SAN BENITO ABAD","Sucre",17776,12629,11377,20,41,556,676,28.9547704770477,"1086"," 238","2687","1738"," 760","  25"," 165","4584","  53",11438
70702,"SAN JUAN DE BETULIA (BETULIA)","Sucre",10778,7925,7287,26,38,214,398,26.4705882352941," 410"," 252","1320","2514","1086","   3","  76","1523","  65",7351
70708,"SAN MARCOS","Sucre",39604,23042,19499,173,133,1207,2163,41.8190081809918,"3123","1476","2348","6151"," 760","  30"," 299","4995"," 184",19805
70713,"SAN ONOFRE","Sucre",39339,20788,17090,73,145,1593,2032,47.1567655507257,"2610"," 255","4999","3147","1799","  79"," 368","3507"," 181",17308
70717,"SAN PEDRO","Sucre",15584,10474,9105,69,152,433,867,32.7900410677618," 624"," 481"," 972","1185"," 932","  34"," 114","4472"," 139",9326
70742,"SINCE","Sucre",24672,15918,14110,73,148,690,1045,35.4815175097276," 611"," 854","1578","4095","4201","  19"," 144","2312"," 148",14331
70001,"SINCELEJO","Sucre",184043,116581,96018,1122,2880,7874,11567,36.6555641888037," 6474","12192"," 9365","19866","19110","  698"," 2993","20894"," 1546",100020
70771,"SUCRE","Sucre",19782,12258,11102,14,29,391,751,38.0345768880801,"1014","  95","3121","3640"," 732","   8","  95","2297","  71",11145
70820,"TOLU","Sucre",21794,14626,12155,108,179,884,1479,32.8897861796825,"1536"," 910","2160","2515","1065","  40"," 217","3390"," 143",12442
70823,"TOLUVIEJO","Sucre",16832,11853,10435,48,74,437,933,29.5805608365019,"2235"," 280"," 500","2810","1529","  10"," 117","2814","  66",10557
73024,"ALPUJARRA","Tolima",3581,2044,1863,8,21,109,64,42.9209717955878,"274","395","764","255"," 96","  3"," 21"," 19"," 15",1892
73026,"ALVARADO","Tolima",8031,4033,3482,18,64,322,211,49.782094384261,"  71"," 296"," 144"," 779","1891"," 107","  63","   7","  60",3564
73030,"AMBALEMA","Tolima",6877,3180,2707,59,104,184,230,53.7589064999273,"942","265","104","604","536","  6"," 75"," 21"," 50",2870
73043,"ANZOATEGUI","Tolima",7092,3411,2796,23,67,318,274,51.9035532994924," 127"," 558","1144"," 342"," 173","   9"," 303","  39","  34",2886
73055,"ARMERO (GUAYABAL)","Tolima",9945,4011,3170,29,94,335,477,59.6681749622926,"374","651","109","820","823"," 66"," 81"," 28","124",3293
73067,"ATACO","Tolima",14534,6767,5511,44,89,723,489,53.4402091647172," 924","1494","1094"," 737"," 939","  13","  55"," 118","  48",5644
73124,"CAJAMARCA","Tolima",15867,6644,5355,110,304,598,581,58.1269301065104,"  95","1780"," 260"," 858","1143"," 339"," 375","  70"," 131",5769
73148,"CARMEN DE APICALA","Tolima",7862,3673,3206,36,105,210,221,53.2816077334012,"944","702","306","586","429"," 15"," 63"," 31"," 25",3347
73152,"CASABIANCA","Tolima",4762,2423,1875,13,44,303,232,49.1180176396472," 43","327","868","326","169","  8"," 42"," 13"," 35",1932
73168,"CHAPARRAL","Tolima",36075,13656,10798,438,447,1288,1132,62.1455301455301," 645","3433"," 664","1776","2892"," 345"," 357","  91"," 148",11683
73200,"COELLO","Tolima",7558,3427,2764,25,67,365,273,54.6573167504631,"361","236","710","505","658"," 36"," 59"," 56"," 76",2856
73217,"COYAIMA","Tolima",16561,7132,4266,469,107,1489,908,56.9349676951875," 257"," 571"," 385","1123","1335","  69"," 176","  43"," 200",4842
73226,"CUNDAY","Tolima",7126,3361,2983,11,48,251,116,52.8346898680887,"182","738","339","614","360"," 24"," 26","593"," 59",3042
73236,"DOLORES","Tolima",6427,2942,2401,56,58,216,269,54.2243659561226," 41","834"," 96","610","590"," 16"," 68"," 23"," 65",2515
73268,"ESPINAL","Tolima",55485,29396,24936,224,1186,1629,2607,47.0199152924214,"8916","3443","5189","2067","2080"," 526"," 688"," 328"," 513",26346
73270,"FALAN","Tolima",5672,2751,2264,32,83,254,201,51.4985895627645,"691","279","108","375","602"," 16"," 35"," 22"," 53",2379
73275,"FLANDES","Tolima",16511,7503,6085,81,277,501,836,54.5575676821513," 858","1008"," 914","1262","1046"," 356"," 173","  83"," 108",6443
73283,"FRESNO","Tolima",25343,11255,9087,147,406,1231,790,55.5893146036381," 187","2188","2675","2071"," 777"," 265"," 370","  69","  79",9640
73319,"GUAMO","Tolima",25202,12420,9768,127,302,1267,1258,50.7181969684946,"1013","1890","4086"," 852"," 741"," 260"," 207"," 151"," 266",10197
73347,"HERVEO","Tolima",6039,2913,2448,21,56,282,162,51.7635370094387,"  57"," 319","1350"," 205"," 286","  25","  57","  12","  81",2525
73349,"HONDA","Tolima",22524,10077,8143,121,470,675,1138,55.2610548748002,"1481","1614"," 599","1418","1476"," 405"," 231","  34"," 415",8734
73001,"IBAGUE","Tolima",368653,169054,136415,2720,11805,8766,21153,54.1427846782747," 7593","39282","16497","17082","21751"," 7915"," 7280"," 1888"," 5322",150940
73352,"ICONONZO","Tolima",8142,3669,3100,48,94,280,241,54.9373618275608," 225"," 628","  92","1160"," 695","  21","  80","  38","  67",3242
73408,"LERIDA","Tolima",14573,6754,5686,91,205,329,648,53.6540177039731," 905"," 811"," 863"," 798","1387"," 107"," 416","  78"," 116",5982
73411,"LIBANO","Tolima",32309,13889,10835,167,495,1354,1533,57.0119780866013," 580","2988","1364"," 762","2614"," 453","1091"," 114"," 374",11497
73443,"MARIQUITA","Tolima",27130,12627,10334,173,596,999,1121,53.457427202359,"1839","2400"," 443","2227","1587"," 571"," 295"," 117"," 259",11103
73449,"MELGAR","Tolima",24958,10979,9452,101,349,517,909,56.0100969628977,"1100","1983","2371","2262"," 797"," 213"," 137"," 148","  92",9902
73461,"MURILLO","Tolima",3654,1346,1031,16,44,176,123,63.1636562671045," 26","156","294"," 36","363","  9"," 51"," 26"," 26",1091
73483,"NATAGAIMA","Tolima",15236,7354,5651,670,98,514,519,51.7327382515096," 484"," 485","1117"," 715","2332","  63"," 116","  30"," 211",6419
73504,"ORTEGA","Tolima",23427,11508,8520,685,183,1219,1084,50.8771929824561," 430"," 982","3790"," 595","1895","  58"," 197","  44"," 346",9388
73520,"PALOCABILDO","Tolima",6961,2912,2233,20,87,482,177,58.1669300387875,"139","498","124","836","295","116","110"," 12"," 16",2340
73547,"PIEDRAS","Tolima",5357,2578,2168,30,130,177,203,51.8760500280007,"183","119","341","456","725"," 40"," 70"," 17"," 87",2328
73555,"PLANADAS","Tolima",18696,6562,4370,514,190,1079,599,64.9015832263586," 278"," 861"," 540"," 605","1508","  31"," 108"," 106"," 143",5074
73563,"PRADO","Tolima",7753,3468,2817,27,60,300,324,55.2689281568425,"851","466","514","360","391"," 37"," 70"," 22"," 46",2904
73585,"PURIFICACION","Tolima",19843,10325,8826,187,238,503,809,47.9665373179459," 430"," 793","2865","1768","1894"," 112"," 319"," 319","  88",9251
73616,"RIOBLANCO","Tolima",15267,5329,3955,94,124,745,535,65.0946485884588,"1053"," 371"," 471"," 195","1518","  56","  38","  59","  70",4173
73622,"RONCESVALLES","Tolima",3990,1457,1116,8,50,183,150,63.483709273183," 52","327","379"," 73","165"," 23"," 27"," 14","  6",1174
73624,"ROVIRA","Tolima",18342,8182,6607,88,148,852,635,55.3919965107404," 396","1255","2991"," 877"," 608","  47"," 131"," 101","  53",6843
73671,"SALDAÃA","Tolima",12236,6051,4914,185,208,496,456,50.5475645635829," 179"," 574","1551","1027","1037"," 172","  76","  32","  58",5307
73675,"SAN ANTONIO","Tolima",9810,4460,3413,80,84,556,411,54.5361875637105,"  72"," 657","2173"," 168","  79","  34","  40","  29","  77",3577
73678,"SAN LUIS","Tolima",10799,5695,4743,41,133,564,347,47.2636355218076," 240"," 522","2712"," 452"," 386"," 102","  82","  32","  82",4917
73686,"SANTA ISABEL","Tolima",5867,2358,2059,14,26,170,115,59.8091017555821,"  29"," 291","1058"," 129"," 418","  31","  47","  13","  17",2099
73770,"SUAREZ","Tolima",4302,1981,1703,5,35,170,103,53.951650395165,"761","225","295","218"," 41"," 12"," 18"," 70"," 28",1743
73854,"VALLE DE SAN JUAN","Tolima",4939,2900,2506,11,63,294,89,41.2836606600526,"  52"," 304","1614"," 224","  83","  35","  69","  27","  35",2580
73861,"VENADILLO","Tolima",11436,4997,4108,49,122,374,466,56.3046519762155," 805"," 760"," 473"," 301","1359","  37"," 146","  17","  88",4279
73870,"VILLAHERMOSA","Tolima",7079,3259,2603,20,58,370,266,53.9624240711965," 139"," 880","1053"," 186"," 114","  24"," 126","   9","  14",2681
73873,"VILLARRICA","Tolima",5072,2221,1880,10,45,215,116,56.2105678233439," 55","721"," 63","492","364"," 52"," 40"," 26"," 22",1935
76020,"ALCALA","Valle",10918,4603,3738,49,105,420,396,57.8402637845759,"  86"," 391"," 211","1478"," 667"," 148","  73"," 483","  96",3892
76036,"ANDALUCIA","Valle",19253,9202,8027,108,308,330,737,52.204851192022," 157"," 446","2024","1194"," 821"," 301"," 243","2408"," 125",8443
76041,"ANSERMANUEVO","Valle",18860,6926,5444,100,168,456,926,63.2767762460233," 124","1364"," 603","1089"," 154"," 144"," 435","1261"," 102",5712
76054,"ARGELIA","Valle",6449,2689,2238,55,44,221,175,58.3036129632501," 33","224","994","497"," 61","  9"," 35","305"," 36",2337
76100,"BOLIVAR","Valle",13066,6941,6129,70,147,313,429,46.8773917036583," 476"," 290","1678"," 260"," 485","  19","  51","2650","  73",6346
76109,"BUENAVENTURA","Valle",206993,77554,59777,1471,2262,7091,9215,62.5330325180079," 4804"," 2586"," 6448"," 8741","21353"," 3805"," 2218"," 5535"," 2025",63510
76111,"BUGA","Valle",95286,39950,31719,1922,2819,1889,4420,58.0735889847407,"2401","5078","3437","5418","6291","1383","1418","1797","1677",36460
76113,"BUGALAGRANDE","Valle",19213,9646,7913,120,305,504,1109,49.7944100348722," 409"," 369","1431","2635"," 733"," 170"," 332","1390"," 139",8338
76122,"CAICEDONIA","Valle",28064,11998,9496,150,468,1132,1220,57.2477194982896," 280","1705","4226"," 555"," 383"," 635"," 202"," 668"," 374",10114
76001,"CALI","Valle",1545205,514336,418617,10609,34588,23038,62072,66.7140605939018,"34340","63479","52454","59810","64695","17933","31108","17392","42818",463814
76126,"CALIMA (DARIEN)","Valle",13650,5652,4565,118,207,341,628,58.5934065934066,"317","458","972","716","442","468","197","609","179",4890
76130,"CANDELARIA","Valle",64887,28538,22373,901,1176,1695,3569,56.0189252084393,"4700","1951","2438","3270","3825"," 388","1285","2343"," 997",24450
76147,"CARTAGO","Valle",108174,45483,37231,763,2658,2802,4687,57.9538521271285,"1419","7558","4790","6833","7264","1694","1734","2362"," 919",40652
76233,"DAGUA","Valle",33354,14339,11812,295,422,1078,1154,57.009654014511," 215"," 981","4918","2878"," 985"," 196"," 181"," 834"," 202",12529
76243,"EL AGUILA","Valle",8238,3532,2980,22,93,317,213,57.1255159019179,"  54"," 799","1072"," 563","  53","  22","  53"," 200","  71",3095
76246,"EL CAIRO","Valle",6782,2739,2152,18,49,365,204,59.6136832792686,"  43"," 108","1304","  92","  67","  10","  67"," 367","  45",2219
76248,"EL CERRITO","Valle",51217,17551,14132,355,647,902,2162,65.7320811449324,"1750"," 953","1310","3502","2278"," 651","1105"," 940"," 996",15134
76250,"EL DOVIO","Valle",9615,4001,3134,194,92,336,337,58.3879355174207," 173"," 290","1720"," 583","  71","  19","  31"," 102","  53",3420
76275,"FLORIDA","Valle",48007,18163,14088,650,1038,1194,2231,62.1659341346054," 737","1274","3339","2154","1450"," 980","1154","1300"," 662",15776
76306,"GINEBRA","Valle",15366,7019,5983,114,286,328,594,54.3212286867109,"1076"," 651"," 928","1068","1114"," 107"," 156"," 445"," 152",6383
76318,"GUACARI","Valle",26530,10807,9136,138,310,436,1097,59.2649830380701," 519"," 297"," 977","3342","1742"," 126"," 545","1057"," 221",9584
76364,"JAMUNDI","Valle",90641,32927,27308,700,1876,1626,3293,63.6731721847729,"2275","3316","4012","7060","3334","1178","1085","1391","1781",29884
76377,"LA CUMBRE","Valle",12169,5614,4805,145,172,359,305,53.8663817897937," 657"," 583","1250"," 910"," 264","  50","  89"," 566"," 264",5122
76400,"LA UNION","Valle",25259,11632,9227,175,426,974,1256,53.9490874539768," 630","1850","3160","1348"," 445"," 468"," 195"," 346"," 359",9828
76403,"LA VICTORIA","Valle",11414,4984,3830,70,213,512,572,56.3343262659891," 195"," 553","1494"," 437"," 178"," 127","  73"," 409"," 151",4113
76497,"OBANDO","Valle",11185,5431,4220,95,136,444,672,51.4438980777827," 420"," 278"," 746","1297"," 517"," 107","  58"," 581","  80",4451
